fromId,toId
11446092,52866725
20904455,16098603
28539301,28755851
28755851,13461662
204640298,68503464
89487030,151727301
57986173,7872262
14502775,16815990
20273398,1065921
97319539,31232539
100581193,22462180
43166813,225411266
356447837,17564647
20747741,306472866
88097807,43003845
16112634,85215038
12815,646533
10671602,17552077
14506253,22677790
119897041,11180212
28539301,54037230
30207757,15222083
316994994,19526770
28539301,437102741
6539592,115485051
139162440,14506253
116036694,145845459
14183551,16365403
59785628,28539301
15165493,16710946
19358562,103598216
234526497,16464746
47161442,18069427
288485704,221829166
14536491,15913
31477674,71606873
274153775,195475105
18854250,15826220
107172099,11348282
197504076,226629405
59804598,16112634
24117694,16895140
17116707,259842341
20273398,29758446
14502775,16838515
13176312,15165502
14982575,16029857
131490551,48939443
9930742,749863
24190981,57249277
280935165,19493072
20661527,15666380
131601987,21681252
1344951,11348282
15959868,15216860
15396961,656673
273101322,16483812
20177423,43952326
103598216,107830991
88807478,17759701
52758395,20060293
56860418,430268163
15216860,66629039
174904516,15464883
84421229,43933017
35926608,119228619
19725644,4620451
7860742,15913
276577539,248883350
8004732,19040580
135006149,25577874
100581193,83417972
108811740,91409081
6076432,101633415
19923638,39601084
60968363,131333738
64285972,7565302
240201827,32327501
100581193,121533789
102786832,23477141
949521,74523
99885625,45509346
28345417,80107076
16617056,23820989
14200408,22126231
38920015,16483812
26582656,139162440
22126231,40381496
30258963,52758395
9917552,14791162
14936377,17384099
24476165,54178513
48118853,27118077
5870022,12437282
60968363,18021714
14741804,16239185
21436558,71245177
1211311,7081402
276308596,43003845
107172099,41147062
104201057,159588456
152137231,70694567
225444667,43003845
15959868,150384918
72818790,158419434
11348282,15102849
222261763,262340283
25569713,44235766
38712496,60491491
59238436,38500966
15461733,28184452
134940306,88323281
276577539,221036078
19493072,204317520
68503464,28192145
25598800,66905823
451250774,149538028
93714983,225411266
29123186,14575107
115313263,325106566
134995648,15959868
104301012,206713609
15712979,16098603
145845459,26929220
258140947,439788025
34886889,18999841
236184723,279787626
131613362,34428380
33998183,104201057
20437704,22060843
100369246,62579071
20315513,212018296
84043660,18927441
66629039,140800067
47968639,35777372
28539301,281929850
153474021,19546942
15060582,19242665
15520280,16287001
273120131,3245291
25787929,25793504
159588456,14693823
7702232,97319539
23806129,19508719
90779436,126444583
307458983,133055665
40885168,90618895
20177423,29123186
150384918,31308620
19507713,43662236
15335662,19780462
11342502,37564255
15782318,19637934
15520280,34771668
15959868,39141427
339943969,19311729
17771860,16929349
15420011,16793368
14934818,19923638
334462090,28539301
45509346,5442012
15234657,15888142
38395010,99330079
89487030,25793504
46678012,15934926
16098603,60968363
69592091,259842341
30863,5871202
183786731,14448205
236025357,212018296
298757008,213032194
437057710,34886889
19493072,276706356
15461733,43166813
25793504,140800067
108669535,56814021
15519544,14982575
17990996,36741036
48358776,19546942
28184452,14982575
11342502,59110488
5870022,119897041
14208982,4620451
254839786,276706356
66691804,1608991
14059392,109635031
15454228,15736190
19358562,40981798
18999841,54037230
24117694,32230901
158419434,18996905
187744415,250303199
229425177,34428380
130897520,15575251
140795202,417771496
14269220,145753059
49997792,17093617
109702885,16929349
281929850,143363196
7377812,18069427
84421229,45416789
2727051,12815
280935165,133055665
60620992,14936377
213032194,19311729
117541123,22258315
116036694,69592091
72482827,14179822
15693493,79797834
47161442,24641194
115313263,245394117
35617065,188443111
15165493,65707359
8501792,22253
1344951,1305941
8470732,24641194
12815,12534
44235766,16562955
394263193,274153775
15060582,8067082
15680204,16475194
37878753,18999841
30913636,26299078
7429892,7123452
143363196,437102741
25227537,20560246
17990996,11446092
273101322,334462090
14038862,14471778
254839786,196327549
21554226,20935355
28824426,106816456
146350964,211614808
59804598,18927441
82661220,15539347
25339125,91359384
21436558,16793368
13018112,9917552
3359851,22461427
297801196,43003845
20506424,21683202
196327549,2367911
7377812,84421229
21208444,19390810
140795202,486450371
15766521,112503972
19780462,19164725
99885625,28420827
14691709,62581962
12741,8752622
16617056,26582656
151727301,34739121
34211097,43952326
337886919,15473958
310087940,212018296
134940306,276706356
283306479,439788025
17771860,98942778
7860742,18021714
160008685,48939443
21678052,63485337
451250774,133055665
25276905,806283
19728957,13434622
102786832,52905424
30364057,15666380
14642816,29447358
2367911,314316607
16677622,14091091
14183551,5380672
140795202,21548362
222353841,25026165
3840,2172
87044829,48939443
19637934,29344169
52905424,117198054
14091091,133067266
48939443,362626342
19049747,15575251
93885127,178388060
63307960,83665015
259641511,356606395
17564647,211614808
23027237,6480652
226014818,22784458
119228619,45416789
309366491,16097743
214328887,107830991
15234657,28420827
656673,9463382
14180231,34771668
19802879,53175445
100581193,28465635
31525143,13626882
62292058,139162440
20471349,356447837
150384918,14927276
128496483,417771496
14982575,15165493
282843710,20560246
656673,12741
48118853,13967652
27837808,18119683
426182072,21548362
14179822,90046723
14327450,8752622
31308620,97319539
72818790,103598216
24081780,16674726
146155608,23140494
188108667,88097807
20075644,65913144
16038438,16894839
18069427,18826638
59110488,15094659
56151063,24476165
28465635,26929220
252887163,21075893
18069427,65913144
62579071,25787929
24476165,28755851
274153775,206923844
127381503,151727301
7872262,131333738
20075644,60968363
19493072,18996905
146729999,31353077
20452293,60033
271139098,63307960
46209291,27633075
282843710,28755851
23477141,18888026
145845459,103598216
324305626,153643574
23457239,259379883
656673,15396961
143125196,19390810
65707359,119897041
130897520,363426409
61133,36253
116952434,309366491
28755851,281929850
15594313,101569095
7860742,15160273
15473958,86336234
184637613,237420957
13434622,14203936
15048204,16577399
94325602,26871300
24190981,19148708
325106566,341840097
90779436,141021153
16112634,261001122
5380672,14183551
14180231,16674726
59238436,11342502
17224642,47161442
93714983,52768208
100369246,39141427
34947001,34373923
356606395,29660021
17409832,24585498
15874998,27479039
18023140,78941245
62579071,92757996
75370828,2609891
35415477,282280747
7123452,21770611
62292058,21053921
307458983,19358562
280935165,430268163
356606395,378450578
3359851,59804598
9917552,39839316
90618895,20737911
15165493,23503181
5870022,18194898
384621304,115313263
111164068,141021153
108719347,15576928
15165493,14936377
204317520,134940306
39601084,20177423
72753148,134995648
11446092,40381496
279787626,8088112
17759701,18963070
19637934,14075928
47637606,13626882
15447248,9451052
222261763,149538028
7123452,14217740
13176312,14217740
430268163,314316607
15576928,18556103
25577874,91359384
19838339,15666380
15162193,17909306
211614808,246297626
274791635,28755851
281159810,105895378
18854250,27119147
52902163,206713609
30704824,19784831
15102849,17384099
21548362,40885168
26582656,38934368
16567106,7565302
11180212,19802879
56860418,463952369
60608455,198876913
18928924,54178513
339943969,258203336
16580226,18194898
167939376,108928516
18713254,115485051
47161442,45416789
47968639,20437286
14666401,111164068
2609891,34739121
22084427,15693493
28420827,144040563
67864340,279787626
127973392,15853668
167939376,14666401
12437282,86336234
12534,8752622
221036078,248883350
25421732,17346342
2172,1344951
14654965,108857204
24919888,18174913
222261763,57490887
19617190,22872643
39141427,26000424
19148708,29247964
9117202,38214426
33998183,104201057
62579071,24486637
10671602,17552077
41894068,1879831
35926608,42361118
45416789,21554226
40381496,15060582
8088112,27633075
69592091,270449528
144040563,48485771
21158690,7860742
465024108,949521
19526770,56169454
150384918,93329426
45416789,14691709
486450371,311214131
380580781,204317520
160237722,2367911
11348282,25565646
141021153,100649666
19242665,6210882
184637613,18742444
2426,22253
20065440,28471924
83943787,18996905
58497291,2609891
41147062,15519544
7565302,3359851
24117694,309366491
38500966,82963512
17990996,108719347
89487030,75370828
282280747,185397767
276308596,56860418
56819939,19495940
28609947,9890492
15959868,14927276
15112961,13461662
35732628,24049604
16674726,60968363
73975665,30364057
143363196,25227537
191548936,64285972
22679419,16252002
76786777,22139698
14536491,29758446
13600352,12587
178388060,63485337
17990996,40381496
25787929,142047796
18069427,24081780
1344951,16303106
204317520,221036078
139162440,27022632
38190358,15933910
281929850,311214131
152137231,16029857
7565302,27855118
25787929,151727301
14208611,14575107
26000424,91359384
393170964,16483812
46678012,15162193
16363491,19802879
465024108,15454228
11696732,19530134
59785628,417771496
7860742,7861312
31414569,22462180
271139098,105241998
35746423,9232292
20177423,15934926
28539301,35732628
10373972,20550976
319020952,16098603
18776017,18927441
25569713,75370828
127935456,17564647
18776017,22784458
20060293,30258963
56151063,151759225
19279990,18713254
32230901,62579071
15782318,14075928
5442012,155976326
97319539,105410969
108811740,41441873
35722372,12121162
86221475,430268163
18142375,19644592
18556103,19242665
60620992,52768208
30913636,59110488
112503972,6539592
150384918,13967652
113751683,35722372
370958925,31353077
238308325,67818595
226014818,3359851
39547783,121258930
12491,12815
159588456,52768208
270449528,18996905
16009851,11348282
24081780,3359851
43166813,82453323
111164068,34068984
108857204,121825928
21436960,91409081
15160273,45416789
9117202,184637613
17632072,9275742
79011908,282280747
16626187,20747847
25984418,18142375
18581803,29758446
26569855,15420011
108719347,94325602
15102849,28184452
46533328,16475194
226629405,158419434
101633415,15666380
9413072,20397258
35732628,128496483
386064033,47785747
16580226,109571377
20471349,284422688
309822643,105643923
18776017,177691409
31525143,2172
94918917,237420957
16453996,21554226
121063287,334462090
31808762,43662236
1268821,14693823
85215038,15447248
52758395,21436960
7860742,15888142
20060293,18194898
12555,12534
317658862,318182652
34428380,43003845
6117622,78832728
118943387,15959868
6480652,23027237
115313263,105895378
284422688,95980722
157829215,254839786
34428380,27633075
15311166,6480652
33998183,15473958
209506790,131601987
153784150,85891683
3359851,27855118
44134466,28184452
15519544,15500649
121537720,7458942
8067082,26871300
20747847,41172837
34743251,119897041
12741,646533
98942778,14934818
76786777,17781165
29755836,38789654
214328887,406628822
108719347,22126231
8067082,6539592
15712979,88807478
19617190,14059392
384621304,307642294
43952326,24599923
15222083,15575251
365110774,378450578
1504011,13811562
126042901,62050341
15447248,10671602
93905958,63787760
20060293,11180212
16098603,65913144
92757996,105410969
60968363,47161442
236184723,254839786
18174913,44134466
152137231,15519544
48358776,14575107
5380672,38395010
972651,115485051
44788330,33538829
189253902,19802879
23027237,19279990
14517343,15375238
5995932,21681252
16894839,10350
17909306,43952326
123565032,101569095
222582311,160008685
14944532,11348282
84043660,28420827
809760,22084427
94325602,17990996
14922225,15234657
94325602,14747507
222261763,26929220
37564255,16800811
15858135,43170475
16567106,10671602
65913144,188499505
31453604,20436059
48358776,24190981
50115087,43166813
96513226,28482819
16112634,16097743
63307960,38395010
10350,43662236
45134201,43170475
221636679,21075893
20904455,84421229
463952369,451250774
15162193,14791162
29447358,36750478
18142375,11696732
41172837,3096071
17909306,16929349
21683202,98942778
36750478,38500966
18746273,20060293
159588456,65647594
211614808,18742444
141021153,90779436
65913144,7861312
105410969,135006149
86336234,11348282
41894068,58462957
184637613,117177831
16038438,18927441
71606873,16098603
48370736,18069427
24641194,57986173
437057710,339527983
16580226,16876667
20661527,18655633
17771860,30704824
78433570,8170292
262775327,362626342
259842341,46209291
174904516,5380672
200559228,26929220
187744415,294198566
58462957,31119337
19802879,109571377
36741036,112758378
102608859,24117694
16464746,16112634
41172837,14589257
11348282,91409081
225411266,52768208
15102849,123054759
223247584,17037417
59785628,259641511
16453996,8470732
281159810,34068984
45862504,20273398
6273552,3004231
214328887,26929220
68450853,38712496
22872643,34986425
141021153,82030021
41147062,33998183
426182072,281929850
144040563,62609430
1879831,14575107
334462090,324305626
34771668,148497957
25473689,94414805
3359851,34068984
18174861,21436558
13490452,21436960
646533,36253
15959868,151727301
133067266,17781165
184637613,290097288
36982940,2609891
103598216,160237722
16112634,191548936
83665015,99330079
15216860,91359384
14091091,15431856
16800811,37564255
22841103,18655633
41147062,17093617
3359851,29514951
117541123,24942585
370958925,47785747
15461733,33998183
20060293,104201057
5995932,7872262
83665015,30098539
341840097,45509346
141508391,48485771
270449528,214328887
84043660,141508391
18746273,15165493
21208444,7092102
15162193,34947001
16263407,14183551
226629405,254839786
59804598,28420827
384621304,422253889
274791635,54037230
349150213,109445327
12534,7738402
15519544,18646280
26000424,32230901
43933017,18021714
108857204,27118077
16097743,16098603
128522006,96513226
7565302,9451052
14269220,45862504
18826638,14179545
143363196,20560246
63485337,115485051
266464616,76786777
18440972,104548229
25473689,127973392
33538829,18742444
24919888,20060293
196327549,34428380
203338499,88323281
24004172,36993162
351671009,31808762
19507713,7079062
45416789,18963070
60491491,18556103
5995932,17224642
38190358,59624844
417771496,273186916
15485441,22027186
76786777,14982575
45416789,7861312
74265849,128216887
15766521,8067082
153643574,90618895
73019162,18119683
341840097,290097288
112503972,17002699
39547783,222640532
17552077,3359851
14416109,59110488
656673,12534
24641194,43933017
42361118,101633415
72753148,26000424
276577539,204317520
24004172,16252002
17346342,24117694
6210882,94325602
48485771,93905958
14747507,15641791
39832918,20060293
72753148,62579071
15102849,16580226
14536491,90964854
204317520,40981798
190957611,24049604
172161833,115313263
17037417,29514951
31232539,72245548
15292252,11180212
25598800,25787929
803663,17845789
356447837,15070932
26853548,15500649
14208982,34743251
146035223,105643923
7079062,19507713
16580226,28123862
190957611,378450578
13018112,56814021
309325161,188499505
439788025,276308596
16674726,89487030
204140367,8088112
23820989,15693493
281159810,63787760
3359851,26281970
15934926,1879831
21436558,18174861
15102849,53175445
7738402,1504011
3359851,16626187
184637613,35617065
15653423,17632072
20060293,8295072
5442012,146155608
262340283,83417972
314316607,27633075
90779436,100649666
187773078,461410856
29123186,1879831
484813312,7384432
96513226,188443111
15102849,24129206
7872262,14922225
339943969,17564647
19637934,23027237
51780974,31308620
17853760,145753059
19358562,248883350
86336234,65707359
26569855,18854250
100369246,48118853
46678012,17909306
258140947,40981798
15594313,16679681
41172837,17632072
119897041,28184452
104548229,806283
11180212,5870022
19780355,15172810
15420011,806283
225444667,196327549
234526497,28149277
394263193,297801196
149538028,153226312
16237246,17980497
113751683,16464746
139162440,38934368
82030021,16464746
107650489,15640349
16504528,3245291
34211097,19546942
236184723,259842341
59110488,29725730
11348282,25565646
223247584,15913
17552077,191548936
83943787,19358562
430268163,153226312
222261763,274153775
131411085,4197051
94918917,90779436
15519544,52758395
8004732,43933017
15420011,9232292
103598216,18996905
11211372,43166813
389351403,259641511
45416789,71606873
6480652,20649962
39547783,5442012
85561166,20737911
25227537,35732628
109445327,36754931
33174357,486450371
12611642,15165493
203338499,34428380
71606873,16453996
206713609,3245291
59110488,82963512
206713609,204640298
86247424,15874998
43003845,18996905
26569855,21436558
5442012,3096071
13176312,15165502
294198566,10671602
222353841,18927441
182925539,66499322
7860742,119228619
21685295,185397767
17092592,17759701
94414805,20273398
222261763,86221475
25026165,84043660
182925539,273120131
16098603,21158690
33174357,28539301
274153775,67864340
18826638,18069427
16626187,7377812
14506253,44039298
325106566,213032194
7860742,16464746
234526497,29514951
44134466,107172099
197504076,270449528
65913144,24081780
16562955,75370828
112471133,15594313
13461662,174958347
86221475,195475105
37986651,17093617
45673,7738402
813286,19960690
16237246,38395010
93905958,46423291
29447358,16405372
16453996,20397258
15473958,65647594
153226312,226629405
1183041,11348282
39547783,31353077
222353841,15913
101633415,5995932
4620451,15473958
48939443,252887163
17092592,44235766
14666401,15993650
52758395,14091091
5870022,7123452
261001122,9431932
49997792,106816456
30098539,47637606
18776017,11928542
236840136,16475194
15576928,36279501
18174913,91409081
14059392,809760
270449528,195475105
109445327,294198566
21436960,266464616
119897041,11211372
112758378,72482827
153784150,52768208
86070159,85891683
15165493,14944532
15102849,44134466
18666844,15447248
15576928,72482827
100318079,19358562
8088112,117674417
298757008,307642294
197504076,133055665
7123452,28123862
18069427,20935355
108811740,19725644
16405372,35777372
5374,115485051
21681252,1134701
11180212,16580226
339943969,258203336
46209291,83417972
16464746,18581803
417771496,240201827
24004172,64488804
204140367,112939321
27119147,806283
90720074,19784831
16038438,14464369
102608859,84043660
83665015,19960690
79011908,20437704
60491491,94325602
6374602,15292252
20397258,14498387
17002699,21659808
262340283,22462180
226179592,34068984
90046723,36279501
19148708,153474021
48358776,58462957
28482819,100649666
59507002,101569095
3245291,47785747
417771496,437057710
6076432,16098603
238308325,17564647
15736190,12741
7861312,2172
16580226,161760542
61183568,14190551
127381503,15216860
24560836,209169572
213777144,81704742
93714983,18646280
25565646,44134466
35722372,63787760
47968639,19780462
221829166,100318079
20397258,18021714
35926608,104209445
75370828,89487030
11446092,60491491
45416789,16097743
28824426,28471924
67864340,57490887
307206030,281159810
157829215,40981798
14983833,93905958
14424667,16038438
1608991,47787563
2609891,15853668
7860742,16674726
15858135,14983833
16815990,20550976
40381496,16134731
46533328,7702232
45416789,65913144
325106566,307206030
803663,14198282
27837808,16895140
32327501,37878753
24129206,20060293
214328887,200559228
14506253,22027186
28635233,14934818
61475880,1065921
37046756,19923638
26929220,103598216
11348282,15165493
121825928,93329426
225444667,297801196
211614808,14180231
36750478,16679681
183022206,19363528
33538829,191548936
22461427,15485441
19802879,21436960
48485771,43170475
15519544,11180212
21575175,16405372
204089551,18742444
12437282,13176312
437102741,153643574
79033029,27855118
52768208,41441873
13462442,16580226
15934926,19148708
25339125,25964256
14685759,13434622
153226312,17116707
8004732,261001122
15736190,9779032
19495940,56819939
93329426,26000424
12815,25993
15826220,29962952
58462957,105189289
41147062,104201057
15461733,52758395
223247584,7081402
7872262,15160273
270449528,430268163
15858135,174958347
276905731,64285972
25964256,115485051
19923638,24599923
3359851,18963070
159588456,28123862
5871202,12534
112939321,258140947
24599923,109702885
14471778,49629418
14217740,41147062
16679681,35777372
306472866,20747741
17092862,212018296
133875756,14642816
24919888,211303345
25376226,16098603
67864340,69592091
276905731,226179592
19960690,43365692
15222083,22679419
17732153,28617554
88097807,34428380
21436960,337886919
127935456,27855118
17632072,12611642
27479039,16303106
273101322,378450578
378450578,311214131
15420011,18854250
60620992,26853548
24742040,59414975
41967463,16028750
59238436,35777372
417771496,356606395
10441,806283
288485704,117674417
114910205,14589257
339527983,28755851
31119337,21401466
18746273,127958577
12491,8752622
108928516,25421732
127381503,31232539
19195914,35664799
318182652,54178513
380580781,46209291
28184452,30313925
22872643,79797834
15165493,76786777
33174357,20273398
309325161,325106566
133055665,17868918
262775327,309325161
103598216,196327549
146729999,325106566
15666380,15888142
157829215,34428380
105895378,258203336
16679681,14642816
16464746,3359851
86221475,297801196
69592091,43003845
8004732,35926608
274791635,282843710
83943787,214328887
1065921,19049747
19279990,22027186
18927441,28420827
15431856,15102849
